"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"GEO";"Géographie";"54299";"Laneuveville-devant-Bayon";"COM"
"GEO";"Géographie";"54285";"Juvrecourt";"COM"
"GEO";"Géographie";"54316";"Limey-Remenauville";"COM"
"GEO";"Géographie";"54269";"Hudiviller";"COM"
"GEO";"Géographie";"54286";"Labry";"COM"
"GEO";"Géographie";"54300";"Laneuveville-devant-Nancy";"COM"
"GEO";"Géographie";"54317";"Lironville";"COM"
"GEO";"Géographie";"54287";"Lachapelle";"COM"
"GEO";"Géographie";"54318";"Liverdun";"COM"
"GEO";"Géographie";"54301";"Lanfroicourt";"COM"
"GEO";"Géographie";"54288";"Lagney";"COM"
"GEO";"Géographie";"54320";"Loisy";"COM"
"GEO";"Géographie";"54302";"Lantéfontaine";"COM"
"GEO";"Géographie";"54321";"Longlaville";"COM"
"GEO";"Géographie";"54303";"Laronxe";"COM"
"GEO";"Géographie";"54322";"Longuyon";"COM"
"GEO";"Géographie";"54323";"Longwy";"COM"
"GEO";"Géographie";"54304";"Laxou";"COM"
"GEO";"Géographie";"54324";"Lorey";"COM"
"GEO";"Géographie";"54305";"Lay-Saint-Christophe";"COM"
"GEO";"Géographie";"54325";"Loromontzey";"COM"
"GEO";"Géographie";"54306";"Lay-Saint-Remy";"COM"
"GEO";"Géographie";"54326";"Lubey";"COM"
"GEO";"Géographie";"54327";"Lucey";"COM"
"GEO";"Géographie";"54328";"Ludres";"COM"
"GEO";"Géographie";"54329";"Lunéville";"COM"
"GEO";"Géographie";"54330";"Lupcourt";"COM"
"GEO";"Géographie";"54348";"Manonville";"COM"
"GEO";"Géographie";"54349";"Manonviller";"COM"
"GEO";"Géographie";"54331";"Magnières";"COM"
"GEO";"Géographie";"54332";"Maidières";"COM"
"GEO";"Géographie";"54350";"Marainviller";"COM"
"GEO";"Géographie";"54333";"Mailly-sur-Seille";"COM"
"GEO";"Géographie";"54351";"Marbache";"COM"
"GEO";"Géographie";"54334";"Mairy-Mainville";"COM"
"GEO";"Géographie";"54352";"Maron";"COM"
"GEO";"Géographie";"54335";"Maixe";"COM"
"GEO";"Géographie";"54353";"Mars-la-Tour";"COM"
"GEO";"Géographie";"54336";"Maizières";"COM"
"GEO";"Géographie";"54354";"Marthemont";"COM"
"GEO";"Géographie";"54337";"Malavillers";"COM"
"GEO";"Géographie";"54355";"Martincourt";"COM"
"GEO";"Géographie";"54338";"Malleloy";"COM"
"GEO";"Géographie";"54356";"Mattexey";"COM"
"GEO";"Géographie";"54339";"Malzéville";"COM"
"GEO";"Géographie";"54357";"Maxéville";"COM"
"GEO";"Géographie";"54340";"Mamey";"COM"
"GEO";"Géographie";"54343";"Mandres-aux-Quatre-Tours";"COM"
"GEO";"Géographie";"54358";"Mazerulles";"COM"
"GEO";"Géographie";"54344";"Mangonville";"COM"
"GEO";"Géographie";"54368";"Mignéville";"COM"
"GEO";"Géographie";"54359";"Méhoncourt";"COM"
"GEO";"Géographie";"54369";"Millery";"COM"
"GEO";"Géographie";"54345";"Manoncourt-en-Vermois";"COM"
"GEO";"Géographie";"54360";"Ménil-la-Tour";"COM"
"GEO";"Géographie";"54370";"Minorville";"COM"
"GEO";"Géographie";"54346";"Manoncourt-en-Woëvre";"COM"
"GEO";"Géographie";"54362";"Mercy-le-Bas";"COM"
"GEO";"Géographie";"54371";"Moineville";"COM"
"GEO";"Géographie";"54363";"Mercy-le-Haut";"COM"
"GEO";"Géographie";"54388";"Mouacourt";"COM"
"GEO";"Géographie";"54372";"Moivrons";"COM"
"GEO";"Géographie";"54364";"Méréville";"COM"
"GEO";"Géographie";"54389";"Mouaville";"COM"
"GEO";"Géographie";"54365";"Merviller";"COM"
"GEO";"Géographie";"54373";"Moncel-lès-Lunéville";"COM"
"GEO";"Géographie";"54366";"Messein";"COM"
"GEO";"Géographie";"54374";"Moncel-sur-Seille";"COM"
"GEO";"Géographie";"54390";"Mousson";"COM"
"GEO";"Géographie";"54367";"Mexy";"COM"
"GEO";"Géographie";"54375";"Montauville";"COM"
"GEO";"Géographie";"54391";"Moutiers";"COM"
"GEO";"Géographie";"54376";"Montenoy";"COM"
"GEO";"Géographie";"54392";"Moutrot";"COM"
"GEO";"Géographie";"54377";"Montigny";"COM"
"GEO";"Géographie";"54393";"Moyen";"COM"
"GEO";"Géographie";"54378";"Montigny-sur-Chiers";"COM"
"GEO";"Géographie";"54394";"Murville";"COM"
"GEO";"Géographie";"54379";"Mont-l'Étroit";"COM"
"GEO";"Géographie";"54380";"Mont-le-Vignoble";"COM"
"GEO";"Géographie";"54395";"Nancy";"COM"
"GEO";"Géographie";"54381";"Montreux";"COM"
"GEO";"Géographie";"54396";"Neufmaisons";"COM"
"GEO";"Géographie";"54382";"Mont-Saint-Martin";"COM"
"GEO";"Géographie";"54397";"Neuves-Maisons";"COM"
"GEO";"Géographie";"54383";"Mont-sur-Meurthe";"COM"
"GEO";"Géographie";"54398";"Neuviller-lès-Badonviller";"COM"
"GEO";"Géographie";"54385";"Morfontaine";"COM"
"GEO";"Géographie";"54399";"Neuviller-sur-Moselle";"COM"
"GEO";"Géographie";"54386";"Moriviller";"COM"
"GEO";"Géographie";"54400";"Nomeny";"COM"
"GEO";"Géographie";"54387";"Morville-sur-Seille";"COM"
"GEO";"Géographie";"54401";"Nonhigny";"COM"
"GEO";"Géographie";"54402";"Norroy-le-Sec";"COM"
"GEO";"Géographie";"54403";"Norroy-lès-Pont-à-Mousson";"COM"
"GEO";"Géographie";"54404";"Noviant-aux-Prés";"COM"
"GEO";"Géographie";"54405";"Ochey";"COM"
"GEO";"Géographie";"54406";"Ogéviller";"COM"
"GEO";"Géographie";"54407";"Ognéville";"COM"
"GEO";"Géographie";"54408";"Olley";"COM"
"GEO";"Géographie";"54409";"Omelmont";"COM"
"GEO";"Géographie";"54410";"Onville";"COM"
"GEO";"Géographie";"54411";"Ormes-et-Ville";"COM"
"GEO";"Géographie";"54412";"Othe";"COM"
"GEO";"Géographie";"54413";"Ozerailles";"COM"
"GEO";"Géographie";"54414";"Pagney-derrière-Barine";"COM"
"GEO";"Géographie";"54415";"Pagny-sur-Moselle";"COM"
"GEO";"Géographie";"54416";"Pannes";"COM"
"GEO";"Géographie";"54417";"Parey-Saint-Césaire";"COM"
"GEO";"Géographie";"54418";"Parroy";"COM"
"GEO";"Géographie";"54419";"Parux";"COM"
"GEO";"Géographie";"54420";"Petit-Failly";"COM"
"GEO";"Géographie";"54421";"Petitmont";"COM"
"GEO";"Géographie";"54422";"Pettonville";"COM"
"GEO";"Géographie";"54423";"Pexonne";"COM"
"GEO";"Géographie";"54424";"Phlin";"COM"
"GEO";"Géographie";"54425";"Piennes";"COM"
"GEO";"Géographie";"54426";"Pierre-la-Treiche";"COM"
"GEO";"Géographie";"54427";"Pierre-Percée";"COM"
"GEO";"Géographie";"54428";"Pierrepont";"COM"
"GEO";"Géographie";"54429";"Pierreville";"COM"
"GEO";"Géographie";"54430";"Pompey";"COM"
"GEO";"Géographie";"54431";"Pont-à-Mousson";"COM"
"GEO";"Géographie";"54432";"Pont-Saint-Vincent";"COM"
"GEO";"Géographie";"54433";"Port-sur-Seille";"COM"
"GEO";"Géographie";"54434";"Praye";"COM"
"GEO";"Géographie";"54435";"Prény";"COM"
"GEO";"Géographie";"54436";"Preutin-Higny";"COM"
"GEO";"Géographie";"54437";"Pulligny";"COM"
"GEO";"Géographie";"54438";"Pulney";"COM"
"GEO";"Géographie";"54439";"Pulnoy";"COM"
"GEO";"Géographie";"54440";"Puxe";"COM"
"GEO";"Géographie";"54441";"Puxieux";"COM"
"GEO";"Géographie";"54442";"Quevilloncourt";"COM"
"GEO";"Géographie";"54443";"Raon-lès-Leau";"COM"
"GEO";"Géographie";"54444";"Raucourt";"COM"
"GEO";"Géographie";"54445";"Raville-sur-Sânon";"COM"
"GEO";"Géographie";"54446";"Réchicourt-la-Petite";"COM"
"GEO";"Géographie";"54447";"Réclonville";"COM"
"GEO";"Géographie";"54449";"Rehainviller";"COM"
"GEO";"Géographie";"54450";"Reherrey";"COM"
"GEO";"Géographie";"54451";"Réhon";"COM"
"GEO";"Géographie";"54452";"Reillon";"COM"
"GEO";"Géographie";"54453";"Rembercourt-sur-Mad";"COM"
"GEO";"Géographie";"54455";"Remenoville";"COM"
"GEO";"Géographie";"54456";"Réméréville";"COM"
"GEO";"Géographie";"54457";"Remoncourt";"COM"
"GEO";"Géographie";"54458";"Repaix";"COM"
"GEO";"Géographie";"54459";"Richardménil";"COM"
"GEO";"Géographie";"54460";"Rogéville";"COM"
"GEO";"Géographie";"54461";"Romain";"COM"
"GEO";"Géographie";"54462";"Rosières-aux-Salines";"COM"
"GEO";"Géographie";"54463";"Rosières-en-Haye";"COM"
"GEO";"Géographie";"54464";"Rouves";"COM"
"GEO";"Géographie";"54465";"Roville-devant-Bayon";"COM"
"GEO";"Géographie";"54466";"Royaumeix";"COM"
"GEO";"Géographie";"54467";"Rozelieures";"COM"
"GEO";"Géographie";"54468";"Saffais";"COM"
"GEO";"Géographie";"54469";"Saint-Ail";"COM"
"GEO";"Géographie";"54470";"Saint-Baussant";"COM"
"GEO";"Géographie";"54471";"Saint-Boingt";"COM"
"GEO";"Géographie";"54472";"Saint-Clément";"COM"
"GEO";"Géographie";"54473";"Saint-Firmin";"COM"
"GEO";"Géographie";"54474";"Sainte-Geneviève";"COM"
"GEO";"Géographie";"54475";"Saint-Germain";"COM"
"GEO";"Géographie";"54476";"Saint-Jean-lès-Longuyon";"COM"
"GEO";"Géographie";"54477";"Saint-Julien-lès-Gorze";"COM"
"GEO";"Géographie";"54478";"Saint-Marcel";"COM"
"GEO";"Géographie";"54479";"Saint-Mard";"COM"
"GEO";"Géographie";"54480";"Saint-Martin";"COM"
"GEO";"Géographie";"54481";"Saint-Maurice-aux-Forges";"COM"
"GEO";"Géographie";"54482";"Saint-Max";"COM"
"GEO";"Géographie";"54483";"Saint-Nicolas-de-Port";"COM"
"GEO";"Géographie";"54484";"Sainte-Pôle";"COM"
"GEO";"Géographie";"54485";"Saint-Pancré";"COM"
"GEO";"Géographie";"54486";"Saint-Remimont";"COM"
"GEO";"Géographie";"54487";"Saint-Rémy-aux-Bois";"COM"
"GEO";"Géographie";"54488";"Saint-Sauveur";"COM"
"GEO";"Géographie";"54489";"Saint-Supplet";"COM"
"GEO";"Géographie";"54490";"Saizerais";"COM"
"GEO";"Géographie";"54491";"Sancy";"COM"
"GEO";"Géographie";"54492";"Sanzey";"COM"
"GEO";"Géographie";"54493";"Saulnes";"COM"
"GEO";"Géographie";"54494";"Saulxerotte";"COM"
"GEO";"Géographie";"54495";"Saulxures-lès-Nancy";"COM"
"GEO";"Géographie";"54496";"Saulxures-lès-Vannes";"COM"
"GEO";"Géographie";"54497";"Saxon-Sion";"COM"
"GEO";"Géographie";"54498";"Seichamps";"COM"
"GEO";"Géographie";"54499";"Seicheprey";"COM"
"GEO";"Géographie";"54500";"Selaincourt";"COM"
"GEO";"Géographie";"54501";"Seranville";"COM"
"GEO";"Géographie";"54502";"Serres";"COM"
"GEO";"Géographie";"54504";"Serrouville";"COM"
"GEO";"Géographie";"54505";"Sexey-aux-Forges";"COM"
"GEO";"Géographie";"54507";"Sionviller";"COM"
"GEO";"Géographie";"54508";"Sivry";"COM"
"GEO";"Géographie";"54509";"Sommerviller";"COM"
"GEO";"Géographie";"54510";"Sornéville";"COM"
"GEO";"Géographie";"54511";"Sponville";"COM"
"GEO";"Géographie";"54512";"Tanconville";"COM"
"GEO";"Géographie";"54513";"Tantonville";"COM"
"GEO";"Géographie";"54514";"Tellancourt";"COM"
"GEO";"Géographie";"54515";"Thélod";"COM"
"GEO";"Géographie";"54516";"They-sous-Vaudemont";"COM"
"GEO";"Géographie";"54517";"Thézey-Saint-Martin";"COM"
"GEO";"Géographie";"54518";"Thiaucourt-Regniéville";"COM"
"GEO";"Géographie";"54519";"Thiaville-sur-Meurthe";"COM"
"GEO";"Géographie";"54520";"Thiébauménil";"COM"
"GEO";"Géographie";"54521";"Thil";"COM"
"GEO";"Géographie";"54522";"Thorey-Lyautey";"COM"
"GEO";"Géographie";"54523";"Thuilley-aux-Groseilles";"COM"
"GEO";"Géographie";"54524";"Thumeréville";"COM"
"GEO";"Géographie";"54525";"Tiercelet";"COM"
"GEO";"Géographie";"54526";"Tomblaine";"COM"
"GEO";"Géographie";"54527";"Tonnoy";"COM"
"GEO";"Géographie";"54528";"Toul";"COM"
"GEO";"Géographie";"54529";"Tramont-Émy";"COM"
"GEO";"Géographie";"54530";"Tramont-Lassus";"COM"
"GEO";"Géographie";"54531";"Tramont-Saint-André";"COM"
"GEO";"Géographie";"54532";"Tremblecourt";"COM"
"GEO";"Géographie";"54533";"Trieux";"COM"
"GEO";"Géographie";"54534";"Trondes";"COM"
"GEO";"Géographie";"54535";"Tronville";"COM"
"GEO";"Géographie";"54536";"Tucquegnieux";"COM"
"GEO";"Géographie";"54537";"Ugny";"COM"
"GEO";"Géographie";"54538";"Uruffe";"COM"
"GEO";"Géographie";"54539";"Vacqueville";"COM"
"GEO";"Géographie";"54540";"Val-et-Châtillon";"COM"
"GEO";"Géographie";"54541";"Valhey";"COM"
"GEO";"Géographie";"54542";"Valleroy";"COM"
"GEO";"Géographie";"54543";"Vallois";"COM"
"GEO";"Géographie";"54544";"Vandelainville";"COM"
"GEO";"Géographie";"54545";"Vandeléville";"COM"
"GEO";"Géographie";"54546";"Vandières";"COM"
"GEO";"Géographie";"54547";"Vandœuvre-lès-Nancy";"COM"
"GEO";"Géographie";"54548";"Vannes-le-Châtel";"COM"
"GEO";"Géographie";"54549";"Varangéville";"COM"
"GEO";"Géographie";"54550";"Vathiménil";"COM"
"GEO";"Géographie";"54551";"Vaucourt";"COM"
"GEO";"Géographie";"54552";"Vaudémont";"COM"
"GEO";"Géographie";"54553";"Vaudeville";"COM"
"GEO";"Géographie";"54554";"Vaudigny";"COM"
"GEO";"Géographie";"54555";"Vaxainville";"COM"
"GEO";"Géographie";"54556";"Vého";"COM"
"GEO";"Géographie";"54557";"Bois-de-Haye";"COM"
"GEO";"Géographie";"54558";"Velaine-sous-Amance";"COM"
"GEO";"Géographie";"54559";"Velle-sur-Moselle";"COM"
"GEO";"Géographie";"54560";"Veney";"COM"
"GEO";"Géographie";"54561";"Vennezey";"COM"
"GEO";"Géographie";"54562";"Verdenal";"COM"
"GEO";"Géographie";"54563";"Vézelise";"COM"
"GEO";"Géographie";"54564";"Viéville-en-Haye";"COM"
"GEO";"Géographie";"54565";"Vigneulles";"COM"
"GEO";"Géographie";"54566";"Vilcey-sur-Trey";"COM"
"GEO";"Géographie";"54567";"Villacourt";"COM"
"GEO";"Géographie";"54568";"Ville-au-Montois";"COM"
"GEO";"Géographie";"54569";"Ville-au-Val";"COM"
"GEO";"Géographie";"54570";"Villecey-sur-Mad";"COM"
"GEO";"Géographie";"54571";"Ville-en-Vermois";"COM"
"GEO";"Géographie";"54572";"Ville-Houdlémont";"COM"
"GEO";"Géographie";"54573";"Villers-en-Haye";"COM"
"GEO";"Géographie";"54574";"Villers-la-Chèvre";"COM"
"GEO";"Géographie";"54575";"Villers-la-Montagne";"COM"
"GEO";"Géographie";"54576";"Villers-le-Rond";"COM"
"GEO";"Géographie";"54577";"Villers-lès-Moivrons";"COM"
"GEO";"Géographie";"54578";"Villers-lès-Nancy";"COM"
"GEO";"Géographie";"54579";"Villers-sous-Prény";"COM"
"GEO";"Géographie";"54580";"Villerupt";"COM"
"GEO";"Géographie";"54581";"Ville-sur-Yron";"COM"
"GEO";"Géographie";"54582";"Villette";"COM"
"GEO";"Géographie";"54583";"Villey-le-Sec";"COM"
"GEO";"Géographie";"54584";"Villey-Saint-Étienne";"COM"
"GEO";"Géographie";"54585";"Virecourt";"COM"
"GEO";"Géographie";"54586";"Viterne";"COM"
"GEO";"Géographie";"54587";"Vitrey";"COM"
"GEO";"Géographie";"54588";"Vitrimont";"COM"
"GEO";"Géographie";"54589";"Vittonville";"COM"
"GEO";"Géographie";"54590";"Viviers-sur-Chiers";"COM"
"GEO";"Géographie";"54591";"Voinémont";"COM"
"GEO";"Géographie";"54592";"Vroncourt";"COM"
"GEO";"Géographie";"54593";"Waville";"COM"
"GEO";"Géographie";"54594";"Xammes";"COM"
"GEO";"Géographie";"54595";"Xermaménil";"COM"
"GEO";"Géographie";"54596";"Xeuilley";"COM"
"GEO";"Géographie";"54597";"Xirocourt";"COM"
"GEO";"Géographie";"54598";"Xivry-Circourt";"COM"
"GEO";"Géographie";"54599";"Xonville";"COM"
"GEO";"Géographie";"54600";"Xousse";"COM"
"GEO";"Géographie";"54601";"Xures";"COM"
"GEO";"Géographie";"54602";"Han-devant-Pierrepont";"COM"
"GEO";"Géographie";"55001";"Abainville";"COM"
"GEO";"Géographie";"55002";"Abaucourt-Hautecourt";"COM"
"GEO";"Géographie";"55004";"Aincreville";"COM"
"GEO";"Géographie";"55005";"Amanty";"COM"
"GEO";"Géographie";"55007";"Ambly-sur-Meuse";"COM"
"GEO";"Géographie";"55008";"Amel-sur-l'Étang";"COM"
"GEO";"Géographie";"55009";"Ancemont";"COM"
"GEO";"Géographie";"55010";"Ancerville";"COM"
"GEO";"Géographie";"55011";"Andernay";"COM"
"GEO";"Géographie";"55012";"Apremont-la-Forêt";"COM"
"GEO";"Géographie";"55013";"Arrancy-sur-Crusnes";"COM"
"GEO";"Géographie";"55014";"Aubréville";"COM"
"GEO";"Géographie";"55015";"Aulnois-en-Perthois";"COM"
"GEO";"Géographie";"55017";"Autrécourt-sur-Aire";"COM"
"GEO";"Géographie";"55018";"Autréville-Saint-Lambert";"COM"
"GEO";"Géographie";"55021";"Avillers-Sainte-Croix";"COM"
"GEO";"Géographie";"55022";"Avioth";"COM"
"GEO";"Géographie";"55023";"Avocourt";"COM"
"GEO";"Géographie";"55024";"Azannes-et-Soumazannes";"COM"
"GEO";"Géographie";"55025";"Baâlon";"COM"
"GEO";"Géographie";"55026";"Badonvilliers-Gérauvilliers";"COM"
"GEO";"Géographie";"55027";"Bannoncourt";"COM"
"GEO";"Géographie";"55028";"Bantheville";"COM"
"GEO";"Géographie";"55029";"Bar-le-Duc";"COM"
"GEO";"Géographie";"55031";"Baudonvilliers";"COM"
"GEO";"Géographie";"55032";"Baudrémont";"COM"
"GEO";"Géographie";"55033";"Baulny";"COM"
"GEO";"Géographie";"55034";"Bazeilles-sur-Othain";"COM"
"GEO";"Géographie";"55035";"Bazincourt-sur-Saulx";"COM"
"GEO";"Géographie";"55036";"Beauclair";"COM"
"GEO";"Géographie";"55037";"Beaufort-en-Argonne";"COM"
"GEO";"Géographie";"55038";"Beaulieu-en-Argonne";"COM"
"GEO";"Géographie";"55039";"Beaumont-en-Verdunois";"COM"
"GEO";"Géographie";"55040";"Beausite";"COM"
"GEO";"Géographie";"55041";"Behonne";"COM"
"GEO";"Géographie";"55042";"Belleray";"COM"
"GEO";"Géographie";"55043";"Belleville-sur-Meuse";"COM"
"GEO";"Géographie";"55044";"Belrain";"COM"
"GEO";"Géographie";"55045";"Belrupt-en-Verdunois";"COM"
"GEO";"Géographie";"55046";"Beney-en-Woëvre";"COM"
"GEO";"Géographie";"55047";"Béthelainville";"COM"
"GEO";"Géographie";"55048";"Béthincourt";"COM"
"GEO";"Géographie";"55049";"Beurey-sur-Saulx";"COM"
"GEO";"Géographie";"55050";"Bezonvaux";"COM"
"GEO";"Géographie";"55051";"Biencourt-sur-Orge";"COM"
"GEO";"Géographie";"55053";"Billy-sous-Mangiennes";"COM"
"GEO";"Géographie";"55054";"Bislée";"COM"
"GEO";"Géographie";"55055";"Blanzée";"COM"
"GEO";"Géographie";"55057";"Boinville-en-Woëvre";"COM"
"GEO";"Géographie";"55058";"Boncourt-sur-Meuse";"COM"
"GEO";"Géographie";"55059";"Bonnet";"COM"
"GEO";"Géographie";"55060";"Bonzée";"COM"
"GEO";"Géographie";"55061";"Le Bouchon-sur-Saulx";"COM"
"GEO";"Géographie";"55062";"Bouconville-sur-Madt";"COM"
"GEO";"Géographie";"55063";"Bouligny";"COM"
"GEO";"Géographie";"55064";"Bouquemont";"COM"
"GEO";"Géographie";"55065";"Boureuilles";"COM"
"GEO";"Géographie";"55066";"Bovée-sur-Barboure";"COM"
"GEO";"Géographie";"55067";"Boviolles";"COM"
"GEO";"Géographie";"55068";"Brabant-en-Argonne";"COM"
"GEO";"Géographie";"55069";"Brabant-le-Roi";"COM"
"GEO";"Géographie";"55070";"Brabant-sur-Meuse";"COM"
"GEO";"Géographie";"55071";"Brandeville";"COM"
"GEO";"Géographie";"55072";"Braquis";"COM"
"GEO";"Géographie";"55073";"Bras-sur-Meuse";"COM"
"GEO";"Géographie";"55075";"Brauvilliers";"COM"
"GEO";"Géographie";"55076";"Bréhéville";"COM"
"GEO";"Géographie";"55077";"Breux";"COM"
"GEO";"Géographie";"55078";"Brieulles-sur-Meuse";"COM"
"GEO";"Géographie";"55079";"Brillon-en-Barrois";"COM"
"GEO";"Géographie";"55080";"Brixey-aux-Chanoines";"COM"
"GEO";"Géographie";"55081";"Brizeaux";"COM"
"GEO";"Géographie";"55082";"Brocourt-en-Argonne";"COM"
"GEO";"Géographie";"55083";"Brouennes";"COM"
"GEO";"Géographie";"55084";"Broussey-en-Blois";"COM"
"GEO";"Géographie";"55085";"Broussey-Raulecourt";"COM"
"GEO";"Géographie";"55087";"Bure";"COM"
"GEO";"Géographie";"55088";"Burey-en-Vaux";"COM"
"GEO";"Géographie";"55089";"Burey-la-Côte";"COM"
"GEO";"Géographie";"55093";"Buxières-sous-les-Côtes";"COM"
"GEO";"Géographie";"55094";"Buzy-Darmont";"COM"
"GEO";"Géographie";"55095";"Cesse";"COM"
"GEO";"Géographie";"55096";"Chaillon";"COM"
"GEO";"Géographie";"55097";"Chalaines";"COM"
"GEO";"Géographie";"55099";"Champneuville";"COM"
"GEO";"Géographie";"55100";"Champougny";"COM"
"GEO";"Géographie";"55101";"Chardogne";"COM"
"GEO";"Géographie";"55102";"Charny-sur-Meuse";"COM"
"GEO";"Géographie";"55103";"Charpentry";"COM"
"GEO";"Géographie";"55104";"Chassey-Beaupré";"COM"
"GEO";"Géographie";"55105";"Châtillon-sous-les-Côtes";"COM"
"GEO";"Géographie";"55106";"Chattancourt";"COM"
"GEO";"Géographie";"55107";"Chaumont-devant-Damvillers";"COM"
"GEO";"Géographie";"55108";"Chaumont-sur-Aire";"COM"
"GEO";"Géographie";"55109";"Chauvency-le-Château";"COM"
"GEO";"Géographie";"55110";"Chauvency-Saint-Hubert";"COM"
"GEO";"Géographie";"55111";"Chauvoncourt";"COM"
"GEO";"Géographie";"55113";"Cheppy";"COM"
"GEO";"Géographie";"55114";"Chonville-Malaumont";"COM"
"GEO";"Géographie";"55115";"Cierges-sous-Montfaucon";"COM"
"GEO";"Géographie";"55119";"Cléry-le-Petit";"COM"
"GEO";"Géographie";"55120";"Combles-en-Barrois";"COM"
"GEO";"Géographie";"55116";"Le Claon";"COM"
"GEO";"Géographie";"55121";"Combres-sous-les-Côtes";"COM"
"GEO";"Géographie";"55117";"Clermont-en-Argonne";"COM"
"GEO";"Géographie";"55122";"Commercy";"COM"
"GEO";"Géographie";"55118";"Cléry-le-Grand";"COM"
"GEO";"Géographie";"55123";"Les Hauts-de-Chée";"COM"
"GEO";"Géographie";"55124";"Consenvoye";"COM"
"GEO";"Géographie";"55125";"Contrisson";"COM"
"GEO";"Géographie";"55127";"Courcelles-en-Barrois";"COM"
"GEO";"Géographie";"55128";"Courcelles-sur-Aire";"COM"
"GEO";"Géographie";"55129";"Courouvre";"COM"
"GEO";"Géographie";"55132";"Cousances-les-Forges";"COM"
"GEO";"Géographie";"55133";"Couvertpuis";"COM"
"GEO";"Géographie";"55134";"Couvonges";"COM"
"GEO";"Géographie";"55137";"Cuisy";"COM"
"GEO";"Géographie";"55138";"Culey";"COM"
"GEO";"Géographie";"55139";"Cumières-le-Mort-Homme";"COM"
"GEO";"Géographie";"55140";"Cunel";"COM"
"GEO";"Géographie";"55141";"Dagonville";"COM"
"GEO";"Géographie";"55142";"Dainville-Bertheléville";"COM"
"GEO";"Géographie";"55143";"Damloup";"COM"
"GEO";"Géographie";"55144";"Dammarie-sur-Saulx";"COM"
"GEO";"Géographie";"55145";"Damvillers";"COM"
"GEO";"Géographie";"55146";"Dannevoux";"COM"
"GEO";"Géographie";"55148";"Delouze-Rosières";"COM"
"GEO";"Géographie";"55149";"Delut";"COM"
"GEO";"Géographie";"55150";"Demange-Baudignécourt";"COM"
"GEO";"Géographie";"55153";"Dieppe-sous-Douaumont";"COM"
"GEO";"Géographie";"55154";"Dieue-sur-Meuse";"COM"
"GEO";"Géographie";"55155";"Dombasle-en-Argonne";"COM"
"GEO";"Géographie";"55156";"Dombras";"COM"
"GEO";"Géographie";"55157";"Dommartin-la-Montagne";"COM"
"GEO";"Géographie";"55166";"Dugny-sur-Meuse";"COM"
"GEO";"Géographie";"55158";"Dommary-Baroncourt";"COM"
"GEO";"Géographie";"55167";"Dun-sur-Meuse";"COM"
"GEO";"Géographie";"55159";"Dompcevrin";"COM"
"GEO";"Géographie";"55168";"Duzey";"COM"
"GEO";"Géographie";"55160";"Dompierre-aux-Bois";"COM"
"GEO";"Géographie";"55169";"Écouviez";"COM"
"GEO";"Géographie";"55162";"Domremy-la-Canne";"COM"
"GEO";"Géographie";"55170";"Écurey-en-Verdunois";"COM"
"GEO";"Géographie";"55163";"Doncourt-aux-Templiers";"COM"
"GEO";"Géographie";"55171";"Eix";"COM"
"GEO";"Géographie";"55165";"Doulcon";"COM"
"GEO";"Géographie";"55172";"Les Éparges";"COM"
"GEO";"Géographie";"55173";"Épiez-sur-Meuse";"COM"
"GEO";"Géographie";"55186";"Fains-Véel";"COM"
"GEO";"Géographie";"55174";"Épinonville";"COM"
"GEO";"Géographie";"55188";"Flassigny";"COM"
"GEO";"Géographie";"55175";"Érize-la-Brûlée";"COM"
"GEO";"Géographie";"55189";"Fleury-devant-Douaumont";"COM"
"GEO";"Géographie";"55177";"Érize-la-Petite";"COM"
"GEO";"Géographie";"55191";"Foameix-Ornel";"COM"
"GEO";"Géographie";"55178";"Érize-Saint-Dizier";"COM"
"GEO";"Géographie";"55192";"Fontaines-Saint-Clair";"COM"
"GEO";"Géographie";"55179";"Erneville-aux-Bois";"COM"
"GEO";"Géographie";"55193";"Forges-sur-Meuse";"COM"
"GEO";"Géographie";"55180";"Esnes-en-Argonne";"COM"
"GEO";"Géographie";"55181";"Étain";"COM"
"GEO";"Géographie";"55194";"Foucaucourt-sur-Thabas";"COM"
"GEO";"Géographie";"55182";"Éton";"COM"
"GEO";"Géographie";"55195";"Fouchères-aux-Bois";"COM"
"GEO";"Géographie";"55183";"Étraye";"COM"
"GEO";"Géographie";"55196";"Frémeréville-sous-les-Côtes";"COM"
"GEO";"Géographie";"55184";"Euville";"COM"
"GEO";"Géographie";"55197";"Fresnes-au-Mont";"COM"
"GEO";"Géographie";"55185";"Èvres";"COM"
"GEO";"Géographie";"55198";"Fresnes-en-Woëvre";"COM"
"GEO";"Géographie";"55199";"Froidos";"COM"
"GEO";"Géographie";"55200";"Fromeréville-les-Vallons";"COM"
"GEO";"Géographie";"55201";"Fromezey";"COM"
"GEO";"Géographie";"55202";"Futeau";"COM"
"GEO";"Géographie";"55204";"Génicourt-sur-Meuse";"COM"
"GEO";"Géographie";"55206";"Gercourt-et-Drillancourt";"COM"
"GEO";"Géographie";"55207";"Géry";"COM"
"GEO";"Géographie";"55208";"Gesnes-en-Argonne";"COM"
"GEO";"Géographie";"55210";"Gimécourt";"COM"
"GEO";"Géographie";"55211";"Gincrey";"COM"
"GEO";"Géographie";"55212";"Girauvoisin";"COM"
